Size,Latency(us),Benchmark
8192,37.72,latency-2-nodes-baremetal-flannel-CNI
16384,43.34,latency-2-nodes-baremetal-flannel-CNI
32768,51.06,latency-2-nodes-baremetal-flannel-CNI
65536,70.16,latency-2-nodes-baremetal-flannel-CNI
131072,93.47,latency-2-nodes-baremetal-flannel-CNI
262144,210.92,latency-2-nodes-baremetal-flannel-CNI
524288,496.54,latency-2-nodes-baremetal-flannel-CNI
1048576,1079.3,latency-2-nodes-baremetal-flannel-CNI
2097152,2249.04,latency-2-nodes-baremetal-flannel-CNI
4194304,4461.82,latency-2-nodes-baremetal-flannel-CNI
2,24.25,latency-2-nodes-baremetal-flannel-CNI
4,23.36,latency-2-nodes-baremetal-flannel-CNI
8,24.15,latency-2-nodes-baremetal-flannel-CNI
16,24.33,latency-2-nodes-baremetal-flannel-CNI
32,24.15,latency-2-nodes-baremetal-flannel-CNI
64,24.35,latency-2-nodes-baremetal-flannel-CNI
128,23.82,latency-2-nodes-baremetal-flannel-CNI
256,24.11,latency-2-nodes-baremetal-flannel-CNI
512,25.69,latency-2-nodes-baremetal-flannel-CNI
1024,25.6,latency-2-nodes-baremetal-flannel-CNI
2048,33.47,latency-2-nodes-baremetal-flannel-CNI
4096,37.86,latency-2-nodes-baremetal-flannel-CNI
8192,37.14,latency-2-nodes-baremetal-flannel-CNI
16384,41.46,latency-2-nodes-baremetal-flannel-CNI
32768,48.5,latency-2-nodes-baremetal-flannel-CNI
65536,70.0,latency-2-nodes-baremetal-flannel-CNI
131072,100.95,latency-2-nodes-baremetal-flannel-CNI
262144,216.55,latency-2-nodes-baremetal-flannel-CNI
524288,514.13,latency-2-nodes-baremetal-flannel-CNI
1048576,1100.41,latency-2-nodes-baremetal-flannel-CNI
2097152,2218.47,latency-2-nodes-baremetal-flannel-CNI
4194304,4476.98,latency-2-nodes-baremetal-flannel-CNI
2,23.78,latency-2-nodes-baremetal-flannel-CNI
4,23.79,latency-2-nodes-baremetal-flannel-CNI
8,24.09,latency-2-nodes-baremetal-flannel-CNI
16,25.17,latency-2-nodes-baremetal-flannel-CNI
32,23.98,latency-2-nodes-baremetal-flannel-CNI
64,22.77,latency-2-nodes-baremetal-flannel-CNI
128,23.81,latency-2-nodes-baremetal-flannel-CNI
256,24.88,latency-2-nodes-baremetal-flannel-CNI
512,24.66,latency-2-nodes-baremetal-flannel-CNI
1024,24.61,latency-2-nodes-baremetal-flannel-CNI
2048,31.91,latency-2-nodes-baremetal-flannel-CNI
4096,36.94,latency-2-nodes-baremetal-flannel-CNI
8192,40.28,latency-2-nodes-baremetal-flannel-CNI
16384,46.19,latency-2-nodes-baremetal-flannel-CNI
32768,54.41,latency-2-nodes-baremetal-flannel-CNI
65536,69.37,latency-2-nodes-baremetal-flannel-CNI
131072,98.74,latency-2-nodes-baremetal-flannel-CNI
262144,225.23,latency-2-nodes-baremetal-flannel-CNI
524288,518.03,latency-2-nodes-baremetal-flannel-CNI
1048576,1101.25,latency-2-nodes-baremetal-flannel-CNI
2097152,2218.39,latency-2-nodes-baremetal-flannel-CNI
4194304,4481.87,latency-2-nodes-baremetal-flannel-CNI
2,24.28,latency-2-nodes-baremetal-flannel-CNI
4,24.18,latency-2-nodes-baremetal-flannel-CNI
8,24.08,latency-2-nodes-baremetal-flannel-CNI
16,24.48,latency-2-nodes-baremetal-flannel-CNI
32,24.11,latency-2-nodes-baremetal-flannel-CNI
64,23.77,latency-2-nodes-baremetal-flannel-CNI
128,25.46,latency-2-nodes-baremetal-flannel-CNI
256,24.51,latency-2-nodes-baremetal-flannel-CNI
512,24.94,latency-2-nodes-baremetal-flannel-CNI
1024,26.21,latency-2-nodes-baremetal-flannel-CNI
2048,34.47,latency-2-nodes-baremetal-flannel-CNI
4096,36.46,latency-2-nodes-baremetal-flannel-CNI
8192,40.72,latency-2-nodes-baremetal-flannel-CNI
16384,44.46,latency-2-nodes-baremetal-flannel-CNI
32768,52.66,latency-2-nodes-baremetal-flannel-CNI
65536,69.79,latency-2-nodes-baremetal-flannel-CNI
131072,94.53,latency-2-nodes-baremetal-flannel-CNI
262144,213.05,latency-2-nodes-baremetal-flannel-CNI
524288,509.85,latency-2-nodes-baremetal-flannel-CNI
1048576,1079.44,latency-2-nodes-baremetal-flannel-CNI
2097152,2226.21,latency-2-nodes-baremetal-flannel-CNI
4194304,4501.64,latency-2-nodes-baremetal-flannel-CNI
2,23.94,latency-2-nodes-baremetal-flannel-CNI
4,23.2,latency-2-nodes-baremetal-flannel-CNI
8,24.29,latency-2-nodes-baremetal-flannel-CNI
16,24.9,latency-2-nodes-baremetal-flannel-CNI
32,24.09,latency-2-nodes-baremetal-flannel-CNI
64,24.14,latency-2-nodes-baremetal-flannel-CNI
128,23.52,latency-2-nodes-baremetal-flannel-CNI
256,24.28,latency-2-nodes-baremetal-flannel-CNI
512,24.64,latency-2-nodes-baremetal-flannel-CNI
1024,25.72,latency-2-nodes-baremetal-flannel-CNI
2048,33.82,latency-2-nodes-baremetal-flannel-CNI
4096,36.92,latency-2-nodes-baremetal-flannel-CNI
8192,39.44,latency-2-nodes-baremetal-flannel-CNI
16384,43.34,latency-2-nodes-baremetal-flannel-CNI
32768,52.61,latency-2-nodes-baremetal-flannel-CNI
65536,69.15,latency-2-nodes-baremetal-flannel-CNI
131072,95.18,latency-2-nodes-baremetal-flannel-CNI
262144,223.02,latency-2-nodes-baremetal-flannel-CNI
524288,523.22,latency-2-nodes-baremetal-flannel-CNI
1048576,1080.86,latency-2-nodes-baremetal-flannel-CNI
2097152,2200.71,latency-2-nodes-baremetal-flannel-CNI
4194304,4536.31,latency-2-nodes-baremetal-flannel-CNI
2,23.78,latency-2-nodes-baremetal-flannel-CNI
4,24.2,latency-2-nodes-baremetal-flannel-CNI
8,23.49,latency-2-nodes-baremetal-flannel-CNI
16,23.37,latency-2-nodes-baremetal-flannel-CNI
32,24.91,latency-2-nodes-baremetal-flannel-CNI
64,24.58,latency-2-nodes-baremetal-flannel-CNI
128,25.22,latency-2-nodes-baremetal-flannel-CNI
256,24.16,latency-2-nodes-baremetal-flannel-CNI
512,25.79,latency-2-nodes-baremetal-flannel-CNI
1024,24.71,latency-2-nodes-baremetal-flannel-CNI
2048,34.4,latency-2-nodes-baremetal-flannel-CNI
4096,38.38,latency-2-nodes-baremetal-flannel-CNI
8192,40.01,latency-2-nodes-baremetal-flannel-CNI
16384,43.48,latency-2-nodes-baremetal-flannel-CNI
32768,50.61,latency-2-nodes-baremetal-flannel-CNI
65536,70.79,latency-2-nodes-baremetal-flannel-CNI
131072,95.07,latency-2-nodes-baremetal-flannel-CNI
262144,216.3,latency-2-nodes-baremetal-flannel-CNI
524288,513.8,latency-2-nodes-baremetal-flannel-CNI
1048576,1076.32,latency-2-nodes-baremetal-flannel-CNI
2097152,2196.07,latency-2-nodes-baremetal-flannel-CNI
4194304,4506.86,latency-2-nodes-baremetal-flannel-CNI
2,23.66,latency-2-nodes-baremetal-flannel-CNI
4,24.09,latency-2-nodes-baremetal-flannel-CNI
8,24.05,latency-2-nodes-baremetal-flannel-CNI
16,23.98,latency-2-nodes-baremetal-flannel-CNI
32,23.93,latency-2-nodes-baremetal-flannel-CNI
64,24.1,latency-2-nodes-baremetal-flannel-CNI
128,25.43,latency-2-nodes-baremetal-flannel-CNI
256,25.05,latency-2-nodes-baremetal-flannel-CNI
512,25.38,latency-2-nodes-baremetal-flannel-CNI
1024,25.44,latency-2-nodes-baremetal-flannel-CNI
2048,35.39,latency-2-nodes-baremetal-flannel-CNI
4096,35.21,latency-2-nodes-baremetal-flannel-CNI
8192,40.74,latency-2-nodes-baremetal-flannel-CNI
16384,44.79,latency-2-nodes-baremetal-flannel-CNI
32768,51.11,latency-2-nodes-baremetal-flannel-CNI
65536,70.42,latency-2-nodes-baremetal-flannel-CNI
131072,95.47,latency-2-nodes-baremetal-flannel-CNI
262144,228.03,latency-2-nodes-baremetal-flannel-CNI
524288,511.48,latency-2-nodes-baremetal-flannel-CNI
1048576,1068.84,latency-2-nodes-baremetal-flannel-CNI
2097152,2226.42,latency-2-nodes-baremetal-flannel-CNI
4194304,4468.98,latency-2-nodes-baremetal-flannel-CNI
2,24.73,latency-2-nodes-baremetal-flannel-CNI
4,24.6,latency-2-nodes-baremetal-flannel-CNI
8,24.46,latency-2-nodes-baremetal-flannel-CNI
16,26.35,latency-2-nodes-baremetal-flannel-CNI
32,24.84,latency-2-nodes-baremetal-flannel-CNI
64,25.02,latency-2-nodes-baremetal-flannel-CNI
128,24.36,latency-2-nodes-baremetal-flannel-CNI
256,24.51,latency-2-nodes-baremetal-flannel-CNI
512,24.93,latency-2-nodes-baremetal-flannel-CNI
1024,25.33,latency-2-nodes-baremetal-flannel-CNI
2048,35.28,latency-2-nodes-baremetal-flannel-CNI
4096,35.25,latency-2-nodes-baremetal-flannel-CNI
8192,37.6,latency-2-nodes-baremetal-flannel-CNI
16384,39.2,latency-2-nodes-baremetal-flannel-CNI
32768,49.11,latency-2-nodes-baremetal-flannel-CNI
65536,68.66,latency-2-nodes-baremetal-flannel-CNI
131072,94.34,latency-2-nodes-baremetal-flannel-CNI
262144,214.83,latency-2-nodes-baremetal-flannel-CNI
524288,502.2,latency-2-nodes-baremetal-flannel-CNI
1048576,1081.19,latency-2-nodes-baremetal-flannel-CNI
2097152,2235.37,latency-2-nodes-baremetal-flannel-CNI
4194304,4482.79,latency-2-nodes-baremetal-flannel-CNI
2,24.06,latency-2-nodes-baremetal-flannel-CNI
4,24.34,latency-2-nodes-baremetal-flannel-CNI
8,23.62,latency-2-nodes-baremetal-flannel-CNI
16,24.18,latency-2-nodes-baremetal-flannel-CNI
32,23.79,latency-2-nodes-baremetal-flannel-CNI
64,24.05,latency-2-nodes-baremetal-flannel-CNI
128,24.21,latency-2-nodes-baremetal-flannel-CNI
256,23.15,latency-2-nodes-baremetal-flannel-CNI
512,24.81,latency-2-nodes-baremetal-flannel-CNI
1024,25.41,latency-2-nodes-baremetal-flannel-CNI
2048,34.84,latency-2-nodes-baremetal-flannel-CNI
4096,37.06,latency-2-nodes-baremetal-flannel-CNI
8192,39.6,latency-2-nodes-baremetal-flannel-CNI
16384,39.71,latency-2-nodes-baremetal-flannel-CNI
32768,47.92,latency-2-nodes-baremetal-flannel-CNI
65536,72.91,latency-2-nodes-baremetal-flannel-CNI
131072,97.5,latency-2-nodes-baremetal-flannel-CNI
262144,220.48,latency-2-nodes-baremetal-flannel-CNI
524288,499.4,latency-2-nodes-baremetal-flannel-CNI
1048576,1066.3,latency-2-nodes-baremetal-flannel-CNI
2097152,2205.15,latency-2-nodes-baremetal-flannel-CNI
4194304,4501.34,latency-2-nodes-baremetal-flannel-CNI
2,24.26,latency-2-nodes-baremetal-flannel-CNI
4,25.88,latency-2-nodes-baremetal-flannel-CNI
8,24.93,latency-2-nodes-baremetal-flannel-CNI
16,24.22,latency-2-nodes-baremetal-flannel-CNI
32,24.78,latency-2-nodes-baremetal-flannel-CNI
64,24.85,latency-2-nodes-baremetal-flannel-CNI
128,25.78,latency-2-nodes-baremetal-flannel-CNI
256,25.73,latency-2-nodes-baremetal-flannel-CNI
512,26.09,latency-2-nodes-baremetal-flannel-CNI
1024,25.74,latency-2-nodes-baremetal-flannel-CNI
2048,33.35,latency-2-nodes-baremetal-flannel-CNI
4096,37.1,latency-2-nodes-baremetal-flannel-CNI
8192,39.41,latency-2-nodes-baremetal-flannel-CNI
16384,41.32,latency-2-nodes-baremetal-flannel-CNI
32768,48.31,latency-2-nodes-baremetal-flannel-CNI
65536,67.34,latency-2-nodes-baremetal-flannel-CNI
131072,98.26,latency-2-nodes-baremetal-flannel-CNI
262144,217.65,latency-2-nodes-baremetal-flannel-CNI
524288,511.45,latency-2-nodes-baremetal-flannel-CNI
1048576,1090.38,latency-2-nodes-baremetal-flannel-CNI
2097152,2211.37,latency-2-nodes-baremetal-flannel-CNI
4194304,4505.28,latency-2-nodes-baremetal-flannel-CNI
2,24.82,latency-2-nodes-baremetal-flannel-CNI
4,24.02,latency-2-nodes-baremetal-flannel-CNI
8,24.74,latency-2-nodes-baremetal-flannel-CNI
16,26.45,latency-2-nodes-baremetal-flannel-CNI
32,24.46,latency-2-nodes-baremetal-flannel-CNI
64,25.23,latency-2-nodes-baremetal-flannel-CNI
128,24.33,latency-2-nodes-baremetal-flannel-CNI
256,23.44,latency-2-nodes-baremetal-flannel-CNI
512,24.98,latency-2-nodes-baremetal-flannel-CNI
1024,24.31,latency-2-nodes-baremetal-flannel-CNI
2048,35.04,latency-2-nodes-baremetal-flannel-CNI
4096,35.62,latency-2-nodes-baremetal-flannel-CNI
8192,37.76,latency-2-nodes-baremetal-flannel-CNI
16384,41.15,latency-2-nodes-baremetal-flannel-CNI
32768,49.35,latency-2-nodes-baremetal-flannel-CNI
65536,68.56,latency-2-nodes-baremetal-flannel-CNI
131072,92.84,latency-2-nodes-baremetal-flannel-CNI
262144,210.59,latency-2-nodes-baremetal-flannel-CNI
524288,501.52,latency-2-nodes-baremetal-flannel-CNI
1048576,1063.13,latency-2-nodes-baremetal-flannel-CNI
2097152,2208.4,latency-2-nodes-baremetal-flannel-CNI
4194304,4514.88,latency-2-nodes-baremetal-flannel-CNI
2,25.08,latency-2-nodes-baremetal-flannel-CNI
4,24.49,latency-2-nodes-baremetal-flannel-CNI
8,24.14,latency-2-nodes-baremetal-flannel-CNI
16,24.21,latency-2-nodes-baremetal-flannel-CNI
32,24.35,latency-2-nodes-baremetal-flannel-CNI
64,24.38,latency-2-nodes-baremetal-flannel-CNI
128,24.1,latency-2-nodes-baremetal-flannel-CNI
256,24.22,latency-2-nodes-baremetal-flannel-CNI
512,25.2,latency-2-nodes-baremetal-flannel-CNI
1024,26.54,latency-2-nodes-baremetal-flannel-CNI
2048,33.81,latency-2-nodes-baremetal-flannel-CNI
4096,36.17,latency-2-nodes-baremetal-flannel-CNI
8192,40.19,latency-2-nodes-baremetal-flannel-CNI
16384,43.24,latency-2-nodes-baremetal-flannel-CNI
32768,49.13,latency-2-nodes-baremetal-flannel-CNI
65536,70.15,latency-2-nodes-baremetal-flannel-CNI
131072,96.89,latency-2-nodes-baremetal-flannel-CNI
262144,213.24,latency-2-nodes-baremetal-flannel-CNI
524288,507.86,latency-2-nodes-baremetal-flannel-CNI
1048576,1052.53,latency-2-nodes-baremetal-flannel-CNI
2097152,2212.12,latency-2-nodes-baremetal-flannel-CNI
4194304,4495.87,latency-2-nodes-baremetal-flannel-CNI
2,23.03,latency-2-nodes-baremetal-flannel-CNI
4,23.52,latency-2-nodes-baremetal-flannel-CNI
8,24.4,latency-2-nodes-baremetal-flannel-CNI
16,23.61,latency-2-nodes-baremetal-flannel-CNI
32,23.68,latency-2-nodes-baremetal-flannel-CNI
64,24.77,latency-2-nodes-baremetal-flannel-CNI
128,24.87,latency-2-nodes-baremetal-flannel-CNI
256,25.14,latency-2-nodes-baremetal-flannel-CNI
512,24.83,latency-2-nodes-baremetal-flannel-CNI
1024,24.71,latency-2-nodes-baremetal-flannel-CNI
2048,33.97,latency-2-nodes-baremetal-flannel-CNI
4096,39.07,latency-2-nodes-baremetal-flannel-CNI
8192,40.62,latency-2-nodes-baremetal-flannel-CNI
16384,49.29,latency-2-nodes-baremetal-flannel-CNI
32768,62.06,latency-2-nodes-baremetal-flannel-CNI
65536,70.59,latency-2-nodes-baremetal-flannel-CNI
131072,101.23,latency-2-nodes-baremetal-flannel-CNI
262144,225.92,latency-2-nodes-baremetal-flannel-CNI
524288,511.33,latency-2-nodes-baremetal-flannel-CNI
1048576,1122.24,latency-2-nodes-baremetal-flannel-CNI
2097152,2223.45,latency-2-nodes-baremetal-flannel-CNI
4194304,4414.56,latency-2-nodes-baremetal-flannel-CNI
2,26.47,latency-2-nodes-baremetal-flannel-CNI
4,25.54,latency-2-nodes-baremetal-flannel-CNI
8,24.56,latency-2-nodes-baremetal-flannel-CNI
16,24.14,latency-2-nodes-baremetal-flannel-CNI
32,26.09,latency-2-nodes-baremetal-flannel-CNI
64,25.43,latency-2-nodes-baremetal-flannel-CNI
128,24.62,latency-2-nodes-baremetal-flannel-CNI
256,26.58,latency-2-nodes-baremetal-flannel-CNI
512,25.89,latency-2-nodes-baremetal-flannel-CNI
1024,25.86,latency-2-nodes-baremetal-flannel-CNI
2048,32.26,latency-2-nodes-baremetal-flannel-CNI
4096,36.16,latency-2-nodes-baremetal-flannel-CNI
8192,39.82,latency-2-nodes-baremetal-flannel-CNI
16384,41.48,latency-2-nodes-baremetal-flannel-CNI
32768,48.15,latency-2-nodes-baremetal-flannel-CNI
65536,66.94,latency-2-nodes-baremetal-flannel-CNI
131072,91.64,latency-2-nodes-baremetal-flannel-CNI
262144,220.59,latency-2-nodes-baremetal-flannel-CNI
524288,510.16,latency-2-nodes-baremetal-flannel-CNI
1048576,1065.64,latency-2-nodes-baremetal-flannel-CNI
2097152,2194.78,latency-2-nodes-baremetal-flannel-CNI
4194304,4487.15,latency-2-nodes-baremetal-flannel-CNI
2,23.59,latency-2-nodes-baremetal-pre-CNI
4,22.78,latency-2-nodes-baremetal-pre-CNI
8,23.02,latency-2-nodes-baremetal-pre-CNI
16,22.37,latency-2-nodes-baremetal-pre-CNI
32,23.46,latency-2-nodes-baremetal-pre-CNI
64,23.01,latency-2-nodes-baremetal-pre-CNI
128,23.26,latency-2-nodes-baremetal-pre-CNI
256,23.06,latency-2-nodes-baremetal-pre-CNI
512,24.08,latency-2-nodes-baremetal-pre-CNI
1024,24.89,latency-2-nodes-baremetal-pre-CNI
2048,32.74,latency-2-nodes-baremetal-pre-CNI
4096,34.37,latency-2-nodes-baremetal-pre-CNI
8192,36.69,latency-2-nodes-baremetal-pre-CNI
16384,42.25,latency-2-nodes-baremetal-pre-CNI
32768,49.87,latency-2-nodes-baremetal-pre-CNI
65536,66.66,latency-2-nodes-baremetal-pre-CNI
131072,89.32,latency-2-nodes-baremetal-pre-CNI
262144,214.21,latency-2-nodes-baremetal-pre-CNI
524288,488.63,latency-2-nodes-baremetal-pre-CNI
1048576,1038.82,latency-2-nodes-baremetal-pre-CNI
2097152,2698.39,latency-2-nodes-baremetal-pre-CNI
4194304,6185.18,latency-2-nodes-baremetal-pre-CNI
2,32.35,latency-2-nodes-baremetal-pre-CNI
4,33.03,latency-2-nodes-baremetal-pre-CNI
8,36.2,latency-2-nodes-baremetal-pre-CNI
16,33.69,latency-2-nodes-baremetal-pre-CNI
32,34.42,latency-2-nodes-baremetal-pre-CNI
64,35.01,latency-2-nodes-baremetal-pre-CNI
128,34.68,latency-2-nodes-baremetal-pre-CNI
256,34.47,latency-2-nodes-baremetal-pre-CNI
512,36.29,latency-2-nodes-baremetal-pre-CNI
1024,35.34,latency-2-nodes-baremetal-pre-CNI
2048,48.18,latency-2-nodes-baremetal-pre-CNI
4096,50.86,latency-2-nodes-baremetal-pre-CNI
8192,56.18,latency-2-nodes-baremetal-pre-CNI
16384,62.85,latency-2-nodes-baremetal-pre-CNI
32768,73.11,latency-2-nodes-baremetal-pre-CNI
65536,92.44,latency-2-nodes-baremetal-pre-CNI
131072,132.78,latency-2-nodes-baremetal-pre-CNI
262144,299.92,latency-2-nodes-baremetal-pre-CNI
524288,691.47,latency-2-nodes-baremetal-pre-CNI
1048576,1464.19,latency-2-nodes-baremetal-pre-CNI
2097152,2994.01,latency-2-nodes-baremetal-pre-CNI
4194304,6093.85,latency-2-nodes-baremetal-pre-CNI
2,31.88,latency-2-nodes-baremetal-pre-CNI
4,34.52,latency-2-nodes-baremetal-pre-CNI
8,35.17,latency-2-nodes-baremetal-pre-CNI
16,34.02,latency-2-nodes-baremetal-pre-CNI
32,34.52,latency-2-nodes-baremetal-pre-CNI
64,34.89,latency-2-nodes-baremetal-pre-CNI
128,34.45,latency-2-nodes-baremetal-pre-CNI
256,34.14,latency-2-nodes-baremetal-pre-CNI
512,35.8,latency-2-nodes-baremetal-pre-CNI
1024,35.56,latency-2-nodes-baremetal-pre-CNI
2048,46.21,latency-2-nodes-baremetal-pre-CNI
4096,51.09,latency-2-nodes-baremetal-pre-CNI
8192,56.05,latency-2-nodes-baremetal-pre-CNI
16384,59.03,latency-2-nodes-baremetal-pre-CNI
32768,73.34,latency-2-nodes-baremetal-pre-CNI
65536,89.81,latency-2-nodes-baremetal-pre-CNI
131072,131.89,latency-2-nodes-baremetal-pre-CNI
262144,314.17,latency-2-nodes-baremetal-pre-CNI
524288,702.74,latency-2-nodes-baremetal-pre-CNI
1048576,1485.61,latency-2-nodes-baremetal-pre-CNI
2097152,2991.9,latency-2-nodes-baremetal-pre-CNI
4194304,6037.68,latency-2-nodes-baremetal-pre-CNI
2,33.02,latency-2-nodes-baremetal-pre-CNI
4,34.25,latency-2-nodes-baremetal-pre-CNI
8,33.45,latency-2-nodes-baremetal-pre-CNI
16,34.03,latency-2-nodes-baremetal-pre-CNI
32,33.18,latency-2-nodes-baremetal-pre-CNI
64,34.71,latency-2-nodes-baremetal-pre-CNI
128,34.38,latency-2-nodes-baremetal-pre-CNI
256,34.89,latency-2-nodes-baremetal-pre-CNI
512,35.7,latency-2-nodes-baremetal-pre-CNI
1024,35.63,latency-2-nodes-baremetal-pre-CNI
2048,48.59,latency-2-nodes-baremetal-pre-CNI
4096,51.11,latency-2-nodes-baremetal-pre-CNI
8192,55.35,latency-2-nodes-baremetal-pre-CNI
16384,57.43,latency-2-nodes-baremetal-pre-CNI
32768,69.38,latency-2-nodes-baremetal-pre-CNI
65536,93.76,latency-2-nodes-baremetal-pre-CNI
131072,130.78,latency-2-nodes-baremetal-pre-CNI
262144,304.22,latency-2-nodes-baremetal-pre-CNI
524288,699.08,latency-2-nodes-baremetal-pre-CNI
1048576,1258.71,latency-2-nodes-baremetal-pre-CNI
2097152,2170.12,latency-2-nodes-baremetal-pre-CNI
4194304,4403.41,latency-2-nodes-baremetal-pre-CNI
2,22.6,latency-2-nodes-baremetal-pre-CNI
4,23.11,latency-2-nodes-baremetal-pre-CNI
8,23.11,latency-2-nodes-baremetal-pre-CNI
16,23.73,latency-2-nodes-baremetal-pre-CNI
32,22.59,latency-2-nodes-baremetal-pre-CNI
64,22.61,latency-2-nodes-baremetal-pre-CNI
128,23.42,latency-2-nodes-baremetal-pre-CNI
256,23.74,latency-2-nodes-baremetal-pre-CNI
512,24.27,latency-2-nodes-baremetal-pre-CNI
1024,23.85,latency-2-nodes-baremetal-pre-CNI
2048,31.93,latency-2-nodes-baremetal-pre-CNI
4096,34.64,latency-2-nodes-baremetal-pre-CNI
8192,40.12,latency-2-nodes-baremetal-pre-CNI
16384,41.76,latency-2-nodes-baremetal-pre-CNI
32768,51.76,latency-2-nodes-baremetal-pre-CNI
65536,68.41,latency-2-nodes-baremetal-pre-CNI
131072,97.44,latency-2-nodes-baremetal-pre-CNI
262144,222.36,latency-2-nodes-baremetal-pre-CNI
524288,524.62,latency-2-nodes-baremetal-pre-CNI
1048576,1082.96,latency-2-nodes-baremetal-pre-CNI
2097152,2204.07,latency-2-nodes-baremetal-pre-CNI
4194304,4444.3,latency-2-nodes-baremetal-pre-CNI
2,23.72,latency-2-nodes-baremetal-pre-CNI
4,23.81,latency-2-nodes-baremetal-pre-CNI
8,23.79,latency-2-nodes-baremetal-pre-CNI
16,23.2,latency-2-nodes-baremetal-pre-CNI
32,23.25,latency-2-nodes-baremetal-pre-CNI
64,22.76,latency-2-nodes-baremetal-pre-CNI
128,23.65,latency-2-nodes-baremetal-pre-CNI
256,23.88,latency-2-nodes-baremetal-pre-CNI
512,24.12,latency-2-nodes-baremetal-pre-CNI
1024,24.46,latency-2-nodes-baremetal-pre-CNI
